# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep  4 14:20:46 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_lum,sy_dist
EPIC 212587672 c,EPIC 212587672,,2.32000000,5.99000000,2.640000,,,658.00,6004.00,0.980000,0.990000,0.03848,320.07000000
EPIC 212624936 b,EPIC 212624936,,1.20000000,1.87000000,5.950000,,,,5765.00,0.930000,1.000000,-0.12371,561.92900000
EPIC 212624936 c,EPIC 212624936,,2.30000000,5.90000000,2.660000,,,,5765.00,0.930000,1.000000,-0.12371,561.92900000
EPIC 212737443 b,EPIC 212737443,0.0980000000,2.58600000,7.20000000,2.290000,0.200000,,536.00,4684.00,0.673000,0.690000,-0.75057,336.25000000
EPIC 212737443 c,EPIC 212737443,0.2800000000,2.69000000,7.70000000,2.170000,0.200000,,316.00,4684.00,0.673000,0.690000,-0.75057,336.25000000
EPIC 220492298 b,EPIC 220492298,,0.99000000,0.93700000,5.310000,,,,5620.00,0.890000,0.950000,-0.00880,624.51200000
EPIC 220554210 c,K2-282,,1.60000000,3.19000000,4.280000,,,,5499.00,1.000000,0.940000,-0.21463,496.28900000
EPIC 220674823 b,EPIC 220674823,0.0131400000,1.67600000,7.80000000,9.090000,0.000000,4656.0000,2299.00,5578.00,0.990000,0.913000,-0.11919,244.59000000
EPIC 220674823 c,EPIC 220674823,0.1073000000,2.84000000,7.32000000,1.720000,0.170000,70.0000,804.00,5578.00,0.990000,0.913000,-0.11919,244.59000000
EPIC 228836835 b,EPIC 228836835,,1.10000000,1.37000000,5.660000,,,932.00,3782.00,0.320000,0.418179,-1.61153,150.12400000
EPIC 229004835 b,EPIC 229004835,0.1237000000,2.33200000,10.40000000,4.490000,0.230000,69.7000,804.00,5868.00,0.999000,0.970000,0.02989,121.97100000
EPIC 246851721 b,EPIC 246851721,0.0722900000,11.78065900,953.49000000,3.100000,,642.0000,1401.00,6202.00,1.586000,1.317000,0.52634,372.63200000
EPIC 248847494 b,EPIC 248847494,4.5000000000,12.44199000,4131.79000000,,0.000000,0.1900,183.00,4898.00,2.700000,0.900000,0.54805,551.88600000
EPIC 249893012 b,EPIC 249893012,0.0470000000,1.95000000,8.75000000,6.390000,0.060000,1037.0000,1616.00,5430.00,1.710000,1.050000,0.35568,321.29600000
EPIC 249893012 c,EPIC 249893012,0.1300000000,3.67000000,14.67000000,1.620000,0.070000,160.0000,990.00,5430.00,1.710000,1.050000,0.35568,321.29600000
EPIC 249893012 d,EPIC 249893012,0.2200000000,3.94000000,10.18000000,0.910000,0.150000,53.0000,752.00,5430.00,1.710000,1.050000,0.35568,321.29600000
FU Tau b,FU Tau,800.0000000000,12.20000000,5085.28000000,15.400000,,,2375.00,2838.00,,0.050000,-0.69897,133.49504660
G 192-15 b,G 192-15,0.0172300000,1.02000000,1.03000000,5.330000,0.000000,7.0600,453.60,2999.00,0.170718,0.132000,-2.67285,9.53114000
G 192-15 c,G 192-15,1.1370000000,3.87000000,14.30000000,1.360000,0.676000,0.0016,55.90,2999.00,0.170718,0.132000,-2.67285,9.53114000
G 196-3 b,G 196-3,350.0000000000,12.00000000,8263.53858200,26.300000,,,1670.00,3517.00,0.522432,0.519782,-1.42456,21.79120000
G 261-6 b,G 261-6,0.0297100000,1.10000000,1.37000000,5.660000,0.000000,1.8000,322.30,2907.00,0.153162,0.118000,-2.82122,10.62670000
G 264-012 b,G 264-012,0.0227900000,1.39000000,2.50000000,5.120000,,20.5000,587.00,3326.00,0.305000,0.297000,-1.97224,16.00900000
G 264-012 c,G 264-012,0.0525000000,1.76000000,3.75000000,3.780000,,3.8700,387.00,3326.00,0.305000,0.297000,-1.97224,16.00900000
G 268-110 b,G 268-110,0.0128300000,1.13000000,1.52000000,5.790000,0.000000,13.5700,534.00,,0.177000,0.137000,-2.63971,
G 9-40 b,G 9-40,0.0418000000,1.90000000,4.00000000,3.200000,0.000000,6.2700,440.60,3395.00,0.302600,0.295200,-1.96019,27.92760000
GJ 1002 b,GJ 1002,0.0457000000,1.03000000,1.08000000,5.430000,,0.6700,230.90,3024.00,0.137000,0.120000,-2.85201,4.84867000
GJ 1002 c,GJ 1002,0.0738000000,1.10000000,1.36000000,5.610000,,0.2570,181.70,3024.00,0.137000,0.120000,-2.85201,4.84867000
GJ 1061 b,GJ 1061,0.0210000000,1.10000000,1.37000000,5.660000,0.310000,3.8000,,2953.00,0.156000,0.120000,-2.76955,3.67278000
GJ 1061 c,GJ 1061,0.0350000000,1.18000000,1.74000000,5.820000,0.290000,1.4000,,2953.00,0.156000,0.120000,-2.76955,3.67278000
GJ 1061 d,GJ 1061,0.0540000000,1.16000000,1.64000000,5.770000,0.530000,0.6000,,2953.00,0.156000,0.120000,-2.76955,3.67278000
GJ 1132 b,GJ 1132,0.0157000000,1.19151465,1.83704819,5.970000,0.011800,19.3000,583.80,3229.00,0.221100,0.194500,-2.32148,12.61300000
GJ 1132 c,GJ 1132,0.0476000000,1.43000000,2.64000000,4.960000,0.270000,,300.00,3270.00,0.210500,0.181000,-2.35853,12.61300000
GJ 1148 b,GJ 1148,0.1660000000,11.90000000,96.70000000,0.315000,0.380000,,,3287.00,0.358519,0.344045,-1.86908,11.01430000
GJ 1148 c,GJ 1148,0.9120000000,9.71000000,68.06000000,0.409000,0.342000,,,3287.00,0.358519,0.344045,-1.86908,11.01430000
GJ 1151 c,GJ 1151,0.5714000000,3.25000000,10.62000000,1.700000,,,,3280.00,0.178100,0.163900,-2.47952,8.03625000
GJ 1214 b,GJ 1214,0.0150500000,2.73300000,8.41000000,2.260000,0.006200,17.2000,567.00,3101.00,0.216200,0.182000,-2.40894,14.64270000
GJ 1252 b,GJ 1252,0.0091500000,1.19300000,1.32000000,4.200000,0.000000,233.0000,1089.00,3458.00,0.391000,0.381000,-1.70774,20.37300000
GJ 1265 b,GJ 1265,0.0260000000,2.63000000,7.40000000,2.240000,0.040000,,,3236.00,0.192000,0.178000,-2.43890,10.25250000
GJ 1289 b,GJ 1289,0.2700000000,2.38000000,6.27000000,2.560000,0.000000,,150.00,3296.00,0.245012,0.210000,-2.25995,8.35147000
GJ 143 b,GJ 143,0.1915000000,2.61000000,22.70000000,7.000000,0.188000,10.8612,422.00,4640.00,0.695000,0.730000,-0.68620,16.32000000
GJ 15 A b,GJ 15 A,0.0720000000,1.55000000,3.03000000,4.470000,0.094000,,550.00,3607.00,0.380000,0.380000,-1.65500,3.56228000
GJ 15 A c,GJ 15 A,5.4000000000,6.67000000,36.00000000,0.667000,0.270000,,,3607.00,0.380000,0.380000,-1.65500,3.56228000
GJ 160.2 b,GJ 160.2,0.0530000000,3.17000000,10.20000000,1.760000,0.060000,,,4347.00,0.655173,0.690000,-0.79588,25.85570000
GJ 163 b,GJ 163,0.0607000000,3.25000000,10.60000000,1.700000,0.073000,,,3500.00,0.409738,0.400000,-1.70800,15.12850000
GJ 163 c,GJ 163,0.1254000000,2.50000000,6.80000000,2.390000,0.099000,,,3500.00,0.409738,0.400000,-1.70800,15.12850000
GJ 163 d,GJ 163,1.0304000000,5.92000000,29.40000000,0.779000,0.373000,,,3500.00,0.409738,0.400000,-1.70800,15.12850000
GJ 179 b,GJ 179,2.4100000000,13.80000000,301.93698665,0.631000,0.210000,,,3370.00,0.380000,0.357000,-1.79600,12.35600000
GJ 180 b,GJ 180,0.0920000000,2.43000000,6.49000000,2.490000,0.070000,,,3371.00,0.413049,0.430000,-1.88606,11.94070000
GJ 180 c,GJ 180,0.1290000000,2.41000000,6.40000000,2.510000,0.090000,,,3371.00,0.413049,0.430000,-1.88606,11.94070000
GJ 180 d,GJ 180,0.3090000000,2.66000000,7.56000000,2.210000,0.140000,,,3371.00,0.413049,0.430000,-1.88606,11.94070000
GJ 2030 b,GJ 2030,0.0340000000,2.03000000,4.76742611,3.130000,0.239000,,,5485.00,2.241040,0.960000,0.61230,37.07880000
GJ 2030 c,GJ 2030,16.7610000000,12.30000000,4069.15709482,12.000000,0.041000,,,5485.00,2.241040,0.960000,0.61230,37.07880000
GJ 2056 b,GJ 2056,0.2830000000,4.17000000,16.20000000,1.230000,0.720000,,,4069.95,0.709495,0.620000,-0.90505,28.44340000
GJ 2126 b,GJ 2126,0.7100000000,13.60000000,413.17692910,0.903000,0.850000,,,4159.00,0.728000,0.650000,-0.84527,38.12900000
GJ 229 A c,GJ 229,0.3840000000,2.87000000,8.58136699,1.990000,0.366000,,,3564.00,0.460000,0.509000,-1.55284,5.75624000
GJ 229 b,GJ 229,1.0860000000,3.97000000,14.93793513,1.310000,0.404000,,,3564.00,0.460000,0.509000,-1.55284,5.75624000
GJ 238 b,GJ 238,0.0212300000,0.56600000,0.12600000,3.820000,,107.2620,758.00,3485.00,0.431400,0.419300,-1.61618,15.21420000
GJ 251 b,GJ 251,0.0818000000,1.83000000,4.00000000,3.590000,0.100000,2.5300,351.00,3451.00,0.364000,0.360000,-1.77211,5.58057000
GJ 27.1 b,GJ 27.1,0.1010000000,3.66000000,13.00000000,1.460000,0.080000,,,3542.00,0.518887,0.530000,-1.58503,23.60620000
GJ 273 b,GJ 273,0.0911010000,1.51000000,2.89000000,4.610000,0.100000,1.0600,,3382.00,0.293000,0.290000,-2.05552,5.92153500
GJ 273 c,GJ 273,0.0364670000,1.06000000,1.18000000,5.440000,0.170000,6.6600,,3382.00,0.293000,0.290000,-2.05552,5.92153500
GJ 3021 b,GJ 3021,0.4900000000,13.10000000,1071.04000000,2.620000,0.511000,,350.00,5540.00,0.900000,0.900000,-0.18000,17.55590000
GJ 3082 b,GJ 3082,0.0790000000,2.79000000,8.20000000,2.070000,0.220000,,,3910.00,0.465216,0.470000,-1.46273,16.61860000
GJ 3090 b,GJ 3090,0.0316500000,2.13000000,3.34000000,1.890000,0.320000,23.0419,693.00,3556.00,0.516000,0.519000,-1.34199,22.47510000
GJ 3138 b,GJ 3138,0.0197000000,1.18000000,1.78000000,5.950000,0.190000,118.1000,,3717.00,0.500000,0.681000,-1.34679,28.47120000
GJ 3138 c,GJ 3138,0.0570000000,1.88000000,4.18000000,3.460000,0.110000,13.9000,,3717.00,0.500000,0.681000,-1.34679,28.47120000
GJ 3138 d,GJ 3138,0.6980000000,3.23000000,10.50000000,1.710000,0.320000,0.1000,,3717.00,0.500000,0.681000,-1.34679,28.47120000
GJ 317 b,GJ 317,1.1380000000,13.30000000,794.50000000,1.860000,0.082600,,,3496.00,0.403000,0.402000,-1.68663,15.19680000
GJ 317 c,GJ 317,5.0400000000,13.60000000,454.49462201,0.993000,0.217000,,,3496.00,0.403000,0.402000,-1.68663,15.19680000
GJ 3222 b,GJ 3222,0.0910000000,3.40000000,11.44182265,1.600000,0.929000,,,5257.46,0.931389,0.890000,-0.25200,18.23817000
GJ 328 b,GJ 328,4.1100000000,13.30000000,797.74930157,1.860000,0.227000,,,3897.00,0.630000,0.650000,-1.08000,20.52660000
GJ 328 c,GJ 328,0.6570000000,4.91000000,21.40000000,0.993000,,,,3897.00,0.630000,0.650000,-1.08000,20.52660000
GJ 3293 b,GJ 3293,0.1433900000,5.19000000,23.54000000,0.925000,0.060000,1.0700,,3466.00,0.404000,0.420000,-1.65758,20.19030000
GJ 3293 c,GJ 3293,0.3617500000,4.87000000,21.09000000,1.000000,0.110000,0.1700,,3466.00,0.404000,0.420000,-1.65758,20.19030000
GJ 3293 d,GJ 3293,0.1939400000,2.67000000,7.60000000,2.190000,0.120000,0.5900,,3466.00,0.404000,0.420000,-1.65758,20.19030000
GJ 3293 e,GJ 3293,0.0820800000,1.63000000,3.28000000,4.160000,0.210000,3.3400,,3466.00,0.404000,0.420000,-1.65758,20.19030000
GJ 3323 b,GJ 3323,0.0328200000,1.23000000,2.02000000,5.960000,0.230000,2.5800,,3159.00,0.119000,0.164000,-2.56864,5.37484000
GJ 3323 c,GJ 3323,0.1264000000,1.32000000,2.31000000,5.520000,0.170000,0.1700,,3159.00,0.119000,0.164000,-2.56864,5.37484000
GJ 3341 b,GJ 3341,0.0890000000,2.46000000,6.60000000,2.440000,0.310000,,,3526.00,0.439000,0.470000,-1.53800,23.61900000
GJ 338 B b,GJ 338 B,0.1420000000,3.25000000,10.60000000,1.700000,0.109000,,391.00,4014.00,0.580000,0.640000,-1.10127,6.33256000
GJ 341 b,GJ 341,,0.88000000,4.00000000,,0.000000,13.8000,629.00,3770.00,0.506600,0.480000,-1.31072,10.45400000
GJ 3470 b,GJ 3470,0.0355000000,4.57000000,13.90000000,0.800000,0.017000,29.6584,593.50,3600.00,0.547000,0.539000,-1.53760,29.42140000
GJ 3473 b,GJ 3473,0.0158900000,1.26400000,1.86000000,5.030000,0.000000,59.4000,773.00,3347.00,0.364000,0.360000,-1.82391,27.36440000
GJ 3473 c,GJ 3473,0.0876000000,2.63000000,7.41000000,2.240000,0.000000,1.9500,329.10,3347.00,0.364000,0.360000,-1.82391,27.36440000
GJ 3512 b,GJ 3512,0.3376000000,14.30000000,146.51889563,0.275000,0.427900,,,3141.00,0.139000,0.123000,-2.80410,9.48637000
GJ 3512 c,GJ 3512,1.7310000000,14.30000000,143.97626837,0.271000,0.089000,,,3141.00,0.139000,0.123000,-2.80410,9.48637000
GJ 357 b,GJ 357,0.0360000000,1.20000000,1.84000000,5.600000,,12.6000,518.00,3505.00,0.337000,0.342000,-1.79833,9.44181000
GJ 357 c,GJ 357,0.0610000000,1.66000000,3.40000000,4.080000,,4.4500,401.20,3505.00,0.337000,0.342000,-1.79833,9.44181000
GJ 357 d,GJ 357,0.2040000000,2.34000000,6.10000000,2.620000,,0.3800,219.60,3505.00,0.337000,0.342000,-1.79833,9.44181000
GJ 3634 b,GJ 3634,0.0287000000,2.83000000,8.40000000,2.040000,0.080000,,,3517.00,0.430000,0.450000,-1.69900,20.37790000
GJ 367 b,GJ 367,0.0070900000,0.69900000,0.63300000,10.200000,0.060000,579.0000,1365.00,3522.00,0.458000,0.455000,-1.53910,9.41263000
GJ 367 c,GJ 367,,1.86000000,4.13000000,3.530000,0.090000,,,3522.00,0.458000,0.455000,-1.53910,9.41263000
GJ 367 d,GJ 367,,2.33000000,6.03000000,2.620000,0.140000,,,3522.00,0.458000,0.455000,-1.53910,9.41263000
GJ 3779 b,GJ 3779,0.0260000000,2.75000000,8.00000000,2.110000,0.070000,,,3324.00,0.281000,0.270000,-2.06198,13.74300000
GJ 3929 b,GJ 3929,0.0252000000,1.09000000,1.75000000,7.300000,0.000000,17.3000,568.00,3384.00,0.320000,0.313000,-1.96257,15.80950000
GJ 3929 c,GJ 3929,0.0810000000,2.26000000,5.71000000,2.720000,0.000000,1.6800,317.00,3384.00,0.320000,0.313000,-1.96257,15.80950000
GJ 393 b,GJ 393,0.0540200000,1.17000000,1.71000000,5.870000,,9.2100,485.00,3579.00,0.426000,0.426000,-1.57073,7.03149000
GJ 3942 b,GJ 3942,0.0608000000,2.57000000,7.14000000,2.310000,0.121000,,590.00,3867.00,0.610000,0.630000,-1.12000,16.92870000
GJ 3988 b,GJ 3988,0.0405000000,1.74000000,3.69000000,3.850000,0.000000,2.4500,348.00,3273.00,0.197340,0.184200,-2.39513,9.91050000
GJ 3998 b,GJ 3998,0.0300000000,1.39000000,2.50000000,5.120000,0.000000,48.0000,,3726.00,0.500000,0.520000,-1.35800,18.14590000
GJ 3998 c,GJ 3998,0.0900000000,2.50000000,6.82000000,2.400000,0.000000,5.4000,,3726.00,0.500000,0.520000,-1.35800,18.14590000
GJ 3998 d,GJ 3998,0.1890000000,2.34000000,6.07000000,2.600000,0.000000,1.2000,,3726.00,0.500000,0.520000,-1.35800,18.14590000
GJ 411 b,GJ 411,0.0787900000,1.45000000,2.69000000,4.850000,0.063000,3.1300,349.83,3719.00,0.368500,0.389900,-1.70997,5.67577300
GJ 414 A b,GJ 414 A,0.2324000000,2.63000000,7.60000000,2.300000,0.450000,,308.60,4120.00,0.680000,0.650000,-0.92445,11.88930000
GJ 414 A c,GJ 414 A,1.4000000000,8.40000000,53.83000000,0.499000,0.105000,,124.70,4120.00,0.680000,0.650000,-0.92445,11.88930000
GJ 422 b,GJ 422,0.1110000000,3.33000000,11.07000000,1.650000,0.110000,,,3323.00,0.370328,0.350000,-1.95861,12.66310000
GJ 4276 b,GJ 4276,0.0820000000,4.22000000,16.57000000,1.210000,0.370000,,,3387.00,0.407000,0.406000,-1.70553,21.33620000
GJ 433 b,GJ 433,0.0620000000,2.33000000,6.04300000,2.630000,0.040000,,,3461.00,0.500000,0.480000,-1.69897,9.06456000
GJ 433 c,GJ 433,4.8190000000,6.27000000,32.42200000,0.723000,0.120000,,,3461.00,0.500000,0.480000,-1.69897,9.06456000
GJ 433 d,GJ 433,0.1780000000,2.14000000,5.22300000,2.930000,0.070000,,,3461.00,0.500000,0.480000,-1.69897,9.06456000
GJ 436 b,GJ 436,0.0291000000,4.17000000,22.10000000,1.800000,0.138270,29.4322,686.00,3586.11,0.455000,0.470000,-1.58500,9.75321000
GJ 463 b,GJ 463,3.5300000000,13.10000000,1080.61658380,2.640000,0.146000,,,3563.00,0.483000,0.486000,-1.52293,18.35540000
GJ 480 b,GJ 480,0.0680000000,3.69000000,13.20000000,1.440000,0.100000,,,3381.00,0.455815,0.450000,-1.61155,14.23580000
GJ 486 b,GJ 486,0.0171400000,1.28900000,2.77000000,6.660000,0.000860,39.2000,696.30,3317.00,0.324300,0.312000,-1.93892,8.07426000
GJ 504 b,GJ 504,43.5000000000,12.10569916,1271.30000000,3.940000,,,510.00,6234.00,1.260000,1.220000,0.33200,17.52990000
GJ 508.2 b,GJ 508.2,4.8500000000,,587.98255295,,0.270000,,,3720.00,0.530000,0.540000,-1.22200,16.63740000
GJ 514 b,GJ 514,0.4220000000,2.13000000,5.20000000,2.960000,0.450000,0.2800,202.00,3728.00,0.500000,0.510000,-1.36653,7.61778000
GJ 536 b,GJ 536,0.0666100000,2.17000000,5.36000000,2.880000,0.080000,,,3685.00,0.500000,0.520000,-1.37700,10.40920000
GJ 581 b,GJ 581,0.0399000000,4.79000000,20.50000000,1.020000,0.034200,,,3500.00,0.302000,0.295000,-1.90781,6.29810000
GJ 581 c,GJ 581,0.0718000000,2.50000000,6.81000000,2.390000,0.032000,,,3500.00,0.302000,0.295000,-1.90781,6.29810000
GJ 581 e,GJ 581,0.0279900000,1.38000000,2.48000000,5.190000,0.012000,,,3500.00,0.302000,0.295000,-1.90781,6.29810000
GJ 625 b,GJ 625,0.0783610000,1.49000000,2.82000000,4.680000,0.130000,,,3499.00,0.310000,0.300000,-1.89400,6.47249000
GJ 649 b,GJ 649,1.1120000000,10.80000000,81.99972901,0.358000,0.083000,,,3734.00,0.500000,0.510000,-1.36100,10.37960000
GJ 667 C b,GJ 667 C,0.0504310000,2.25000000,5.68000000,2.740000,0.200000,,,3350.00,,0.330000,-1.86300,7.24396000
GJ 667 C c,GJ 667 C,0.1250000000,1.77000000,3.80000000,3.770000,0.020000,,,3350.00,,0.330000,-1.86300,7.24396000
GJ 667 C e,GJ 667 C,0.2130000000,1.45000000,2.70000000,4.870000,0.020000,,,3350.00,,0.330000,-1.86300,7.24396000
GJ 667 C f,GJ 667 C,0.1560000000,1.45000000,2.70000000,4.870000,0.030000,,,3350.00,,0.330000,-1.86300,7.24396000
GJ 667 C g,GJ 667 C,0.5490000000,1.99000000,4.60000000,3.210000,0.080000,,,3350.00,,0.330000,-1.86300,7.24396000
GJ 674 b,GJ 674,0.0390000000,3.33000000,11.09000000,1.650000,0.200000,,,3600.00,0.364630,0.350000,-1.79600,4.54896000
GJ 676 A b,GJ 676 A,1.7350000000,12.80000000,1840.86213334,4.820000,0.319000,,,3734.00,0.690000,0.626000,-1.04251,16.02720000
GJ 676 A c,GJ 676 A,9.7260000000,12.30000000,4288.14086724,12.700000,0.295000,,,3734.00,0.690000,0.626000,-1.04251,16.02720000
GJ 676 A d,GJ 676 A,0.0390000000,1.78000000,3.81394088,3.720000,0.192000,,,3734.00,0.690000,0.626000,-1.04251,16.02720000
GJ 676 A e,GJ 676 A,0.1810000000,2.47000000,6.67439655,2.430000,0.152000,,,3734.00,0.690000,0.626000,-1.04251,16.02720000
GJ 680 b,GJ 680,10.1380000000,12.00000000,7977.49301570,25.400000,0.381000,,,3563.00,0.459330,0.456000,-1.51379,9.67315000
GJ 682 b,GJ 682,0.0800000000,1.93000000,4.40000000,3.360000,0.080000,,,3028.00,0.298255,0.270000,-2.69897,5.00671000
GJ 682 c,GJ 682,0.1760000000,2.89000000,8.70000000,1.980000,0.100000,,,3028.00,0.298255,0.270000,-2.69897,5.00671000
GJ 685 b,GJ 685,0.1344000000,2.95000000,9.00000000,1.930000,0.000000,,,3816.00,0.540000,0.550000,-1.25300,14.31550000
GJ 687 b,GJ 687,0.1630000000,4.32000000,17.20000000,1.170000,0.170000,,,3413.00,0.418300,0.400000,-1.67200,4.54939000
GJ 687 c,GJ 687,1.1650000000,4.14000000,16.00000000,1.240000,0.400000,,,3413.00,0.418300,0.400000,-1.67200,4.54939000
GJ 720 A b,GJ 720 A,0.1190000000,3.77000000,13.64000000,1.400000,0.120000,,401.00,3837.00,0.560000,0.570000,-1.21700,15.55750000
GJ 724 b,GJ 724,0.0468500000,3.27000000,10.75000000,1.690000,0.577000,23.3200,611.00,3799.00,0.522260,0.527100,-1.29090,16.96580000
GJ 740 b,GJ 740,0.0290000000,1.53000000,2.96000000,4.540000,0.240000,79.0000,829.00,3913.00,0.560000,0.580000,-1.20600,11.10170000
GJ 806 b,GJ 806,0.0140600000,1.33100000,1.90000000,4.400000,,130.0000,940.00,3600.00,0.414400,0.413000,-1.58528,12.04450000
GJ 806 c,GJ 806,0.0523000000,2.28000000,5.80000000,2.690000,,9.5000,490.00,3600.00,0.414400,0.413000,-1.58528,12.04450000
GJ 832 b,GJ 832,3.7000000000,13.80000000,314.65012293,0.658000,0.050000,,,3472.00,0.441557,0.450000,-1.58500,4.96435000
GJ 849 b,GJ 849,2.3200000000,13.90000000,283.82076745,0.581000,0.029000,,,3467.00,0.450000,0.450000,-1.59000,8.80058000
GJ 849 c,GJ 849,4.9500000000,13.80000000,314.65012293,0.658000,0.092000,,,3467.00,0.450000,0.450000,-1.59000,8.80058000
GJ 86 b,GJ 86,0.1100000000,12.90000000,1404.80860000,3.600000,0.040000,,,5182.00,0.770000,0.930000,-0.38952,10.78360000
GJ 876 b,GJ 876,0.2083170000,13.30000000,723.22350000,1.690000,0.032400,,,3293.74,0.300000,0.320000,-1.90658,4.67517000
GJ 876 c,GJ 876,0.1295900000,14.00000000,226.98460000,0.455000,0.255910,,,3293.74,0.300000,0.320000,-1.90658,4.67517000
GJ 876 d,GJ 876,0.0208066500,2.51000000,6.83000000,2.370000,0.207000,,,3293.74,0.300000,0.320000,-1.90658,4.67517000
GJ 876 e,GJ 876,0.3343000000,3.92000000,14.60000000,1.330000,0.055000,,,3293.74,0.300000,0.320000,-1.90658,4.67517000
GJ 887 b,GJ 887,0.0680000000,1.88000000,4.20000000,3.470000,0.000000,7.9500,468.00,3688.00,0.471200,0.489000,-1.43415,3.29000000
GJ 887 c,GJ 887,0.1200000000,2.67000000,7.60000000,2.190000,,2.5600,352.00,3688.00,0.471200,0.489000,-1.43415,3.29000000
GJ 896 A b,GJ 896 A,0.6396500000,13.30000000,718.29219982,1.680000,0.350000,,,3345.00,0.394682,0.435990,-1.75523,6.26022000
GJ 900 b,GJ 900 A,12000.0000000000,12.40000000,3496.11247700,10.100000,,,,3976.00,0.716187,1.080000,-0.92100,20.80650000
GJ 9066 c,GJ 9066,0.8800000000,9.60000000,66.74396547,0.415000,0.460000,,,3154.00,0.164000,0.150000,-2.59517,4.47100000
GJ 9404 b,GJ 9404,0.0943000000,3.48000000,11.90000000,1.550000,0.490000,,,3811.00,0.626041,0.620000,-1.00000,23.88390000
GJ 96 b,GJ 96,0.2910000000,4.67000000,19.66000000,1.060000,0.440000,,,3785.00,0.580612,0.600000,-1.05159,11.93150000
GJ 9689 b,GJ 9689,0.1139000000,3.07000000,9.65000000,1.830000,0.290000,,453.04,3836.00,0.570000,0.590000,-1.20000,30.62030000
GJ 9714 b,GJ 9714,12.3190000000,12.50000000,2988.54051102,8.410000,0.155000,,,4263.00,0.662662,0.670000,-0.88386,20.51210000
GJ 9773 b,GJ 9773,2.9210000000,14.20000000,172.58082500,0.331000,0.218000,,,3528.00,0.362000,0.358000,-1.73666,15.92110000
GJ 9827 b,GJ 9827,0.0189000000,1.44000000,4.28000000,7.858000,0.000000,318.0000,1035.01,4236.00,0.580000,0.620000,-1.00436,29.66100000
GJ 9827 c,GJ 9827,0.0395000000,1.13000000,1.86000000,7.142000,0.000000,73.0000,715.94,4236.00,0.580000,0.620000,-1.00436,29.66100000
GJ 9827 d,GJ 9827,0.0530000000,1.98000000,3.02000000,2.690000,0.000000,34.9000,675.00,4236.00,0.580000,0.620000,-1.00436,29.66100000
GPX-1 b,GPX-1,0.0338000000,16.47720163,6261.21961790,8.222423,0.000000,4650.0000,2300.00,7000.00,1.560000,1.680000,0.72673,655.01300000
GQ Lup b,GQ Lup,100.0000000000,33.60000000,6356.00000000,0.921000,,,2650.00,4360.00,1.941530,0.700000,-0.07239,151.16900000
GSC 06214-00210 b,GSC 06214-00210,320.0000000000,20.17620000,5000.00000000,3.350000,,,2300.00,4200.00,0.904840,0.900000,-0.42000,108.50000000
GU Psc b,GU Psc,2000.0000000000,14.17900000,3591.30000000,6.920000,,,1050.00,4031.81,0.450458,0.325000,-1.60189,47.55010000
Gaia-1 b,Gaia-1,0.0404700000,13.77583728,533.95172376,1.120000,,426.5351,1159.07,5470.00,0.952000,0.949000,-0.15880,363.66000000
Gaia-2 b,Gaia-2,0.0467000000,14.81827249,259.66580852,0.439000,,512.0235,1213.23,5720.00,1.064000,1.000000,0.05740,209.22900000
Gaia-4 b,Gaia-4,,12.40000000,3750.37520260,10.800000,0.338000,,,4034.00,0.624000,0.644000,-0.99957,73.48290000
Gaia-5 b,Gaia-5,,12.10000000,6633.07885409,20.600000,0.642300,,,3447.00,0.345000,0.339000,-1.82594,41.18130000
Gaia22dkvL b,Gaia22dkvL,1.4000000000,14.10000000,187.83658854,0.368000,,,,,,1.145000,,1270.00000000
Gl 378 b,Gl 378,0.0394350000,3.66000000,13.02000000,1.460000,0.109000,,830.00,3879.00,0.560000,0.560000,-1.22185,14.95450000
Gl 410 b,Gl 410,0.0531000000,2.83000000,8.40000000,2.040000,,,,3842.00,0.543000,0.550000,-1.23900,11.93240000
Gl 49 b,Gl 49,0.0905000000,2.24000000,5.63000000,2.750000,0.363000,,,3805.00,0.511000,0.515000,-1.30645,9.85280000
Gl 686 b,Gl 686,0.0910000000,2.46000000,6.62400000,2.450000,0.050000,,379.00,3656.00,0.427000,0.426000,-1.53000,8.15728000
Gl 725 A b,Gl 725 A,0.0680000000,1.48000000,2.78000000,4.710000,0.000000,,,3433.00,0.351000,0.330000,-1.80900,3.52140000
